"zip","primary_city","latitude","longitude","distance_in_km"
"00775","Culebra","18.3275","-65.2959","8843.01184837091"
"00765","Vieques","18.1301","-65.4393","8860.7790321445"
"00740","Puerto Real","18.3312","-65.6341","8878.325227415"
"00742","Roosevelt Roads","18.27","-65.65","8880.85238471461"
"00735","Ceiba","18.2526","-65.6824","8884.48766375209"
